Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Mileage(kmpl),Engine(CC),Power(bhp),Car_Age(Years),Price(in Lakhs),Brand,Model
Toyota Fortuner 3.0 Diesel,Bangalore,2013,100000,Diesel,Manual,Second,7,11.5,2982.0,171.0,12,17.75,Toyota,Fortuner 3.0
Land Rover Discovery Sport SD4 HSE Luxury,Delhi,2016,70000,Diesel,Automatic,First,5,12.97,2179.0,187.7,9,35.0,Land,Rover Discovery
Hyundai Creta 1.6 CRDi SX,Coimbatore,2016,37023,Diesel,Manual,First,5,19.67,1582.0,126.2,9,13.39,Hyundai,Creta 1.6
Chevrolet Beat Diesel LT,Chennai,2012,81000,Diesel,Manual,First,5,25.44,936.0,56.3,13,2.5,Chevrolet,Beat Diesel
Toyota Innova Crysta 2.8 GX AT,Kochi,2017,20789,Diesel,Automatic,First,7,11.36,2755.0,171.5,8,18.36,Toyota,Innova Crysta
Maruti Swift Dzire VDI,Jaipur,2015,68310,Diesel,Manual,First,5,23.4,1248.0,74.0,10,5.95,Maruti,Swift Dzire
Hyundai Creta 1.6 CRDi SX Option,Mumbai,2015,47250,Diesel,Manual,Second,5,19.67,1582.0,126.2,10,11.0,Hyundai,Creta 1.6
Land Rover Range Rover Sport SE,Delhi,2014,47000,Diesel,Automatic,Second,5,12.65,2993.0,255.0,11,64.75,Land,Rover Range
Honda Amaze VX i-DTEC,Hyderabad,2017,128000,Diesel,Manual,First,5,25.8,1498.0,98.6,8,6.3,Honda,Amaze VX
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Kochi,2017,17702,Petrol,Manual,First,5,15.29,1591.0,121.3,8,11.94,Hyundai,Creta 1.6
Volkswagen Vento Sport 1.2 TSI AT,Mumbai,2014,34987,Petrol,Automatic,First,5,18.19,1197.0,103.5,11,5.95,Volkswagen,Vento Sport
Honda City i DTec VX,Ahmedabad,2017,37000,Diesel,Manual,First,5,26.0,1498.0,98.6,8,11.0,Honda,City i
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,38271,Petrol,Manual,First,5,15.29,1591.0,121.3,8,12.53,Hyundai,Creta 1.6
Ford Figo Diesel Titanium,Bangalore,2012,32510,Diesel,Manual,Second,5,20.0,1399.0,68.0,13,3.75,Ford,Figo Diesel
BMW 5 Series 2013-2017 530d M Sport,Pune,2014,88000,Diesel,Automatic,First,5,14.69,2993.0,258.0,11,27.0,BMW,5 Series
Mitsubishi Pajero 2.8 SFX 7Str,Pune,2012,116000,Diesel,Manual,First,6,10.5,2835.0,107.2,13,9.95,Mitsubishi,Pajero 2.8
Renault Duster 85PS Diesel RxL Option,Jaipur,2013,156000,Diesel,Manual,First,5,19.87,1461.0,83.8,12,4.2,Renault,Duster 85PS
Maruti Ritz VXI,Delhi,2010,75319,Petrol,Manual,Second,5,21.1,1197.0,85.8,15,2.0,Maruti,Ritz VXI
Hyundai Grand i10 Sportz,Kolkata,2013,28000,Petrol,Manual,First,5,18.9,1197.0,82.0,12,3.25,Hyundai,Grand i10
Mercedes-Benz GLA Class 200 CDI SPORT,Bangalore,2017,16500,Diesel,Automatic,First,5,17.9,2143.0,136.0,8,34.0,Mercedes-Benz,GLA Class
BMW 5 Series 520d Luxury Line,Coimbatore,2016,75637,Diesel,Automatic,First,5,22.48,1995.0,190.0,9,30.37,BMW,5 Series
Hyundai Creta 1.6 SX Plus Petrol Automatic,Kochi,2018,32854,Petrol,Automatic,First,5,13.0,1591.0,121.3,7,12.6,Hyundai,Creta 1.6
Renault KWID RXT Optional,Kochi,2019,6568,Petrol,Manual,First,5,25.17,799.0,53.3,6,5.09,Renault,KWID RXT
Audi A4 3.0 TDI Quattro,Bangalore,2014,30000,Diesel,Automatic,First,5,14.94,2967.0,241.4,11,24.5,Audi,A4 3.0
Maruti Ciaz VDI SHVS,Kochi,2018,17804,Diesel,Manual,Second,5,28.09,1248.0,88.5,7,7.97,Maruti,Ciaz VDI
Honda Jazz S,Delhi,2011,69768,Petrol,Manual,First,5,16.0,1198.0,90.0,14,2.9,Honda,Jazz S
BMW 3 Series 320d Luxury Line,Kochi,2016,62404,Diesel,Automatic,First,5,22.69,1995.0,190.0,9,21.33,BMW,3 Series
Hyundai Verna SX CRDi AT,Bangalore,2012,97000,Diesel,Automatic,Second,5,19.08,1582.0,126.32,13,6.5,Hyundai,Verna SX
Hyundai Creta 1.4 CRDi S Plus,Coimbatore,2016,55687,Diesel,Manual,First,5,21.38,1396.0,88.7,9,12.15,Hyundai,Creta 1.4
Volkswagen Vento 2013-2015 1.6 Comfortline,Kolkata,2014,17000,Petrol,Manual,First,5,15.04,1598.0,103.2,11,4.25,Volkswagen,Vento 2013-2015
BMW 3 Series Luxury Line,Coimbatore,2017,34232,Diesel,Automatic,First,5,21.76,1995.0,190.0,8,35.84,BMW,3 Series
Honda CR-V Petrol 2WD,Chennai,2004,135000,Petrol,Automatic,Third,5,14.4,1997.0,152.0,21,3.0,Honda,CR-V Petrol
Renault Duster 110PS Diesel RxZ AWD,Chennai,2012,80000,Diesel,Manual,First,5,19.72,1461.0,108.45,13,6.75,Renault,Duster 110PS
Hyundai i20 Asta 1.2,Bangalore,2014,31045,Petrol,Manual,Second,5,18.6,1197.0,81.83,11,5.65,Hyundai,i20 Asta
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,2013,58000,Diesel,Automatic,Second,5,16.96,1968.0,138.03,12,7.5,Volkswagen,Jetta 2013-2015
Hyundai Creta 1.6 SX Plus Diesel,Kochi,2018,35480,Diesel,Manual,First,5,19.67,1582.0,126.2,7,13.34,Hyundai,Creta 1.6
Maruti Ciaz VDI SHVS,Hyderabad,2016,62287,Diesel,Manual,First,5,28.09,1248.0,88.5,9,7.9,Maruti,Ciaz VDI
Hyundai i20 Asta 1.4 CRDi,Coimbatore,2015,46162,Diesel,Manual,First,5,22.54,1396.0,88.73,10,6.98,Hyundai,i20 Asta
Hyundai Verna 1.6 SX VTVT,Mumbai,2014,9200,Petrol,Manual,First,5,17.01,1591.0,121.3,11,5.75,Hyundai,Verna 1.6
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2012,55339,Diesel,Manual,First,5,22.07,1199.0,73.9,13,2.65,Volkswagen,Polo Diesel
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,55476,Diesel,Manual,First,5,22.07,1199.0,73.9,14,2.49,Volkswagen,Polo Diesel
Maruti SX4 Vxi BSIII,Pune,2007,68553,Petrol,Manual,Second,5,15.0,1586.0,104.68,18,1.5,Maruti,SX4 Vxi
Honda Mobilio RS Option i DTEC,Kochi,2016,67376,Diesel,Manual,First,7,24.5,1498.0,98.6,9,6.5,Honda,Mobilio RS
Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,42000,Diesel,Manual,First,5,19.64,1461.0,108.45,12,8.0,Renault,Duster 110PS
Toyota Fortuner 2.8 2WD AT,Coimbatore,2019,28069,Diesel,Automatic,First,7,12.9,2755.0,174.5,6,30.85,Toyota,Fortuner 2.8
Volvo XC60 D4 SUMMUM,Kochi,2014,93144,Diesel,Automatic,First,5,14.7,1984.0,181.0,11,17.15,Volvo,XC60 D4
Maruti Celerio VXI AT,Hyderabad,2014,24300,Petrol,Automatic,First,5,23.1,998.0,67.04,11,4.55,Maruti,Celerio VXI
Maruti Ciaz ZDi Plus,Hyderabad,2015,47883,Diesel,Manual,Second,5,26.21,1248.0,88.5,10,7.4,Maruti,Ciaz ZDi
Audi Q5 2008-2012 2.0 TDI,Kochi,2013,12467,Diesel,Automatic,First,5,12.8,1968.0,167.6,12,25.64,Audi,Q5 2008-2012
BMW X1 sDrive 20d Sportline,Kolkata,2013,56683,Diesel,Automatic,Second,5,17.05,1995.0,184.0,12,13.5,BMW,X1 sDrive
Ford Figo Petrol ZXI,Bangalore,2013,38000,Petrol,Manual,First,5,15.6,1196.0,70.0,12,3.55,Ford,Figo Petrol
Hyundai Elantra CRDi SX,Ahmedabad,2018,35000,Diesel,Manual,First,5,22.7,1582.0,126.2,7,15.0,Hyundai,Elantra CRDi
Hyundai Verna 1.6 i ABS,Pune,2007,80000,Petrol,Manual,Second,5,13.9,1599.0,103.2,18,1.95,Hyundai,Verna 1.6
Honda Civic 2006-2010 1.8 S MT,Pune,2006,125000,Petrol,Manual,Second,5,13.5,1799.0,130.0,19,2.3,Honda,Civic 2006-2010
Toyota Fortuner 4x4 MT,Chennai,2013,123000,Diesel,Manual,Second,7,12.55,2982.0,168.5,12,15.0,Toyota,Fortuner 4x4
Hyundai i10 Sportz,Chennai,2012,70000,Petrol,Manual,First,5,20.36,1197.0,78.9,13,3.15,Hyundai,i10 Sportz
Nissan Sunny 2011-2014 Diesel XL,Hyderabad,2012,87982,Diesel,Manual,First,5,21.64,1461.0,84.8,13,5.0,Nissan,Sunny 2011-2014
BMW 5 Series 2013-2017 520d Luxury Line,Jaipur,2013,40714,Diesel,Automatic,Second,5,18.12,1995.0,190.0,12,24.75,BMW,5 Series
Chevrolet Optra Magnum 2.0 LT,Pune,2008,83000,Diesel,Manual,Second,5,16.52,1991.0,123.7,17,2.6,Chevrolet,Optra Magnum
Hyundai i10 Asta,Ahmedabad,2011,86000,Petrol,Manual,First,5,20.36,1197.0,78.9,14,3.75,Hyundai,i10 Asta
Skoda Laura Ambiente,Ahmedabad,2009,60002,Diesel,Manual,Second,5,17.5,1896.0,106.0,16,4.85,Skoda,Laura Ambiente
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Jaipur,2013,60000,Diesel,Automatic,First,5,10.0,2148.0,170.0,12,27.0,Mercedes-Benz,E-Class 2009-2013
Honda Amaze SX i-DTEC,Kolkata,2014,84677,Diesel,Manual,First,5,25.8,1498.0,98.6,11,3.0,Honda,Amaze SX
BMW X1 xDrive 20d xLine,Delhi,2017,23000,Diesel,Automatic,First,5,20.68,1995.0,190.0,8,28.75,BMW,X1 xDrive
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2016,81424,Diesel,Manual,First,8,12.99,2494.0,100.6,9,14.49,Toyota,Innova 2.5
Porsche Panamera 2010 2013 Diesel,Delhi,2013,36400,Diesel,Automatic,First,4,7.5,4806.0,394.3,12,72.0,Porsche,Panamera 2010
Nissan Sunny XV D,Chennai,2012,70000,Diesel,Manual,Second,5,22.71,1461.0,84.8,13,4.0,Nissan,Sunny XV
Maruti Swift Dzire LDI,Delhi,2015,40000,Diesel,Manual,Second,5,26.59,1248.0,74.0,10,4.5,Maruti,Swift Dzire
Maruti Wagon R ZXI AMT 1.2,Mumbai,2019,600,Petrol,Automatic,First,5,21.5,1197.0,81.8,6,6.25,Maruti,Wagon R
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,2015,65320,Diesel,Automatic,Second,5,16.96,1968.0,138.03,10,11.5,Volkswagen,Jetta 2013-2015
Honda Accord 2.4 Inspire M/T,Pune,2009,79000,Petrol,Manual,Third,5,9.8,2354.0,180.0,16,3.1,Honda,Accord 2.4
Honda City i VTEC V,Mumbai,2018,5000,Petrol,Manual,First,5,17.8,1497.0,117.3,7,10.11,Honda,City i
Hyundai Verna 1.6 SX VTVT,Coimbatore,2019,6028,Petrol,Manual,First,5,17.01,1591.0,121.3,6,11.54,Hyundai,Verna 1.6
Maruti Wagon R LX BSII,Delhi,2006,86000,Petrol,Manual,Second,5,18.9,998.0,67.1,19,1.0,Maruti,Wagon R
Maruti Swift Dzire Tour LDI,Kolkata,2013,160000,Diesel,Manual,Second,5,23.4,1248.0,74.0,12,2.5,Maruti,Swift Dzire
Audi Q5 2008-2012 2.0 TFSI Quattro,Kochi,2011,59967,Petrol,Automatic,First,5,9.74,1984.0,208.0,14,18.0,Audi,Q5 2008-2012
Toyota Etios Cross 1.4 GD,Coimbatore,2018,43127,Diesel,Manual,First,5,23.59,1364.0,67.04,7,6.85,Toyota,Etios Cross
Hyundai i10 Era 1.1 iTech SE,Kochi,2012,65727,Petrol,Manual,First,5,19.81,1086.0,68.05,13,2.97,Hyundai,i10 Era
Hyundai Verna 1.6 VTVT,Pune,2013,70000,Petrol,Manual,First,5,17.01,1591.0,121.3,12,4.75,Hyundai,Verna 1.6
Volkswagen Polo 1.5 TDI Highline,Coimbatore,2018,39861,Diesel,Manual,First,5,20.14,1498.0,88.8,7,7.38,Volkswagen,Polo 1.5
BMW 5 Series 520d Sport Line,Delhi,2017,16485,Diesel,Automatic,First,5,22.48,1995.0,187.74,8,42.75,BMW,5 Series
Hyundai i20 1.4 Asta Optional With Sunroof,Bangalore,2010,77332,Diesel,Manual,Second,5,23.0,1396.0,90.0,15,3.65,Hyundai,i20 1.4
Hyundai Grand i10 Asta Option AT,Kochi,2017,17489,Petrol,Automatic,First,5,18.9,1197.0,82.0,8,5.99,Hyundai,Grand i10
Toyota Fortuner 4x2 4 Speed AT,Pune,2012,125000,Diesel,Automatic,First,7,11.5,2982.0,169.0,13,13.5,Toyota,Fortuner 4x2
Maruti Baleno Zeta Automatic,Chennai,2016,35129,Petrol,Automatic,First,5,21.4,1197.0,83.1,9,7.0,Maruti,Baleno Zeta
Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyderabad,2016,22982,Petrol,Automatic,First,5,13.0,1591.0,121.3,9,10.95,Hyundai,Creta 1.6
Hyundai i10 Sportz,Pune,2013,54500,Petrol,Manual,Third,5,20.36,1197.0,78.9,12,2.95,Hyundai,i10 Sportz
Tata Tigor XE Diesel,Ahmedabad,2017,16235,Diesel,Manual,First,5,24.7,1047.0,69.0,8,5.5,Tata,Tigor XE
Skoda Superb Style 1.8 TSI AT,Kochi,2017,73641,Petrol,Automatic,First,5,14.67,1798.0,177.46,8,17.08,Skoda,Superb Style
Maruti Swift Dzire VDI,Hyderabad,2015,59572,Diesel,Manual,First,5,26.59,1248.0,74.0,10,6.85,Maruti,Swift Dzire
Honda CR-V 2.0 AT,Jaipur,2014,112827,Petrol,Automatic,First,5,13.1,1997.0,141.1,11,10.5,Honda,CR-V 2.0
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2010,118000,Diesel,Manual,First,8,12.8,2494.0,102.0,15,8.75,Toyota,Innova 2.5
Honda City 1.5 V MT,Kolkata,2010,60000,Petrol,Manual,First,5,17.0,1497.0,118.0,15,2.7,Honda,City 1.5
Hyundai Verna VTVT 1.6 AT SX Plus,Mumbai,2012,75059,Petrol,Automatic,First,5,17.0,1591.0,121.3,13,4.25,Hyundai,Verna VTVT
Toyota Etios 1.4 VXD,Pune,2018,3000,Diesel,Manual,First,5,23.59,1364.0,67.04,7,7.9,Toyota,Etios 1.4
Skoda Superb Elegance 1.8 TSI AT,Delhi,2011,78000,Petrol,Automatic,Second,5,13.7,1798.0,157.75,14,4.5,Skoda,Superb Elegance
Nissan Sunny 2011-2014 Diesel XV,Kolkata,2012,47000,Diesel,Manual,First,5,21.64,1461.0,84.8,13,4.0,Nissan,Sunny 2011-2014
Honda City 1.5 V MT Exclusive,Delhi,2012,42000,Petrol,Manual,First,5,17.0,1497.0,118.0,13,4.75,Honda,City 1.5
Hyundai Elite i20 Diesel Asta Option,Kolkata,2018,6820,Diesel,Manual,First,5,22.54,1396.0,88.76,7,7.65,Hyundai,Elite i20
Chevrolet Optra 1.6 LT Royale,Kochi,2013,55176,Petrol,Manual,Second,5,17.4,1599.0,104.0,12,3.47,Chevrolet,Optra 1.6
Honda Amaze S i-Vtech,Kochi,2016,39854,Petrol,Manual,First,5,18.0,1198.0,86.7,9,5.64,Honda,Amaze S
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2013,24000,Petrol,Manual,First,5,16.47,1198.0,73.9,12,2.95,Volkswagen,Polo Petrol
Maruti Swift VDI,Jaipur,2016,55000,Diesel,Manual,First,5,22.9,1248.0,74.0,9,5.65,Maruti,Swift VDI
Ford Endeavour 3.0L 4X4 AT,Kochi,2012,45840,Diesel,Automatic,First,7,11.4,2953.0,153.86,13,8.41,Ford,Endeavour 3.0L
Maruti Baleno LXI,Pune,2006,155000,Petrol,Manual,Third,5,15.4,1590.0,94.0,19,0.85,Maruti,Baleno LXI
Maruti Wagon R LX,Pune,2003,125000,Petrol,Manual,Second,5,18.9,998.0,67.1,22,0.8,Maruti,Wagon R
Volkswagen Polo 1.5 TDI Highline,Coimbatore,2014,52951,Diesel,Manual,First,5,20.14,1498.0,88.0,11,5.65,Volkswagen,Polo 1.5
Hyundai Verna 1.6 SX VTVT (O),Kolkata,2013,49000,Petrol,Manual,First,5,17.1,1591.0,121.3,12,4.5,Hyundai,Verna 1.6
Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52000,Diesel,Manual,First,5,28.09,1248.0,88.5,10,6.9,Maruti,Ciaz ZDi
Toyota Qualis Fleet A3,Mumbai,2001,227000,Diesel,Manual,Fourth & Above,8,0.0,2446.0,0.0,24,2.2,Toyota,Qualis Fleet
Nissan Sunny 2011-2014 Diesel XL,Jaipur,2013,120005,Diesel,Manual,First,5,21.64,1461.0,84.8,12,4.0,Nissan,Sunny 2011-2014
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Mumbai,2015,33000,Petrol,Manual,First,5,15.0,1598.0,103.52,10,5.6,Skoda,Rapid 1.6
Maruti Eeco 7 Seater Standard,Delhi,2016,126000,Petrol,Manual,First,7,15.1,1196.0,73.0,9,2.2,Maruti,Eeco 7
Skoda Rapid Ultima 1.6 MPI Ambition Plus,Bangalore,2013,66700,Petrol,Manual,First,5,15.0,1598.0,103.5,12,4.0,Skoda,Rapid Ultima
Toyota Fortuner 4x4 MT,Jaipur,2014,122000,Diesel,Manual,Second,7,12.55,2982.0,168.5,11,16.0,Toyota,Fortuner 4x4
Hyundai Creta 1.6 CRDi SX,Mumbai,2016,29000,Diesel,Manual,First,5,19.67,1582.0,126.2,9,12.6,Hyundai,Creta 1.6
Hyundai i20 Magna Optional 1.2,Kochi,2014,42315,Petrol,Manual,First,5,18.5,1197.0,82.9,11,4.79,Hyundai,i20 Magna
Maruti Wagon R LXI CNG,Mumbai,2015,22001,CNG,Manual,First,5,26.6,998.0,58.16,10,3.65,Maruti,Wagon R
Honda City i DTEC V,Kochi,2016,84580,Diesel,Manual,First,5,26.0,1498.0,98.6,9,6.83,Honda,City i
Maruti 800 Std,Jaipur,2002,75000,Petrol,Manual,First,4,16.1,796.0,37.0,23,0.51,Maruti,800 Std
Ford Ikon 1.3 Flair,Pune,2006,85000,Petrol,Manual,Second,5,13.8,1299.0,70.0,19,0.69,Ford,Ikon 1.3
Maruti Swift Dzire LXI,Delhi,2015,24296,Petrol,Manual,First,5,20.85,1197.0,83.14,10,4.65,Maruti,Swift Dzire
Honda City 1.5 V MT Sunroof,Kolkata,2014,40000,Petrol,Manual,First,5,16.8,1497.0,116.3,11,6.49,Honda,City 1.5
Hyundai Verna CRDi,Chennai,2009,64514,Diesel,Manual,First,5,16.8,1493.0,110.0,16,2.9,Hyundai,Verna CRDi
Hyundai Verna 1.6 SX VTVT,Delhi,2016,35000,Petrol,Manual,First,5,17.01,1591.0,121.3,9,7.4,Hyundai,Verna 1.6
Renault KWID RXT,Bangalore,2016,41000,Petrol,Manual,Second,5,25.17,799.0,53.3,9,3.25,Renault,KWID RXT
Maruti Wagon R LXI,Ahmedabad,2008,60123,Petrol,Manual,Second,5,18.9,998.0,67.1,17,1.95,Maruti,Wagon R
Hyundai Grand i10 Sportz,Jaipur,2015,53000,Petrol,Manual,Second,5,18.9,1197.0,82.0,10,4.0,Hyundai,Grand i10
Hyundai i20 1.2 Asta,Delhi,2017,9000,Petrol,Manual,First,5,18.6,1197.0,81.83,8,6.85,Hyundai,i20 1.2
Honda Amaze S i-Vtech,Coimbatore,2015,53497,Petrol,Manual,First,5,18.0,1198.0,86.7,10,5.45,Honda,Amaze S
Ford Fiesta 1.4 Duratorq ZXI,Hyderabad,2007,68000,Diesel,Manual,First,5,17.8,1399.0,68.0,18,1.99,Ford,Fiesta 1.4
Hyundai Verna SX CRDi AT,Hyderabad,2014,65000,Diesel,Automatic,First,5,19.08,1582.0,126.32,11,8.99,Hyundai,Verna SX
Toyota Etios VD SP,Kolkata,2014,45155,Diesel,Manual,First,5,23.59,1364.0,67.04,11,6.5,Toyota,Etios VD
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,20026,Petrol,Automatic,First,5,19.0,1199.0,88.7,7,9.27,Honda,Jazz 1.2
Hyundai Verna 1.6 CRDi SX,Ahmedabad,2015,60000,Diesel,Manual,First,5,23.9,1582.0,126.2,10,6.99,Hyundai,Verna 1.6
Mercedes-Benz CLA 200 D Sport Edition,Coimbatore,2019,15976,Diesel,Automatic,First,5,17.9,2143.0,136.0,6,36.76,Mercedes-Benz,CLA 200
Skoda Octavia Elegance 1.8 TSI AT,Kochi,2017,30523,Petrol,Automatic,First,5,14.7,1798.0,177.5,8,17.08,Skoda,Octavia Elegance
Chevrolet Beat Diesel LS,Kolkata,2013,26300,Diesel,Manual,First,5,25.44,936.0,57.6,12,2.8,Chevrolet,Beat Diesel
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,66000,Diesel,Manual,First,5,22.07,1199.0,73.9,14,2.49,Volkswagen,Polo Diesel
Maruti SX4 S Cross DDiS 200 Zeta,Jaipur,2016,70000,Diesel,Manual,First,5,23.65,1248.0,88.5,9,8.85,Maruti,SX4 S
Honda City V MT,Ahmedabad,2011,46000,Petrol,Manual,First,5,16.8,1497.0,116.3,14,4.15,Honda,City V
Volkswagen Vento 1.5 TDI Highline,Hyderabad,2017,28000,Diesel,Manual,First,5,20.64,1498.0,108.5,8,10.0,Volkswagen,Vento 1.5
Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,46000,Petrol,Manual,First,5,18.9,1197.0,81.86,8,4.75,Hyundai,Grand i10
Renault KWID AMT RXL,Jaipur,2017,33000,Petrol,Automatic,First,5,24.04,999.0,67.0,8,3.2,Renault,KWID AMT
Maruti Alto 800 LXI,Kochi,2017,27718,Petrol,Manual,First,5,22.74,796.0,47.3,8,3.28,Maruti,Alto 800
Ford Ecosport 1.5 Ti VCT MT Titanium,Bangalore,2013,58000,Petrol,Manual,First,5,15.8,1499.0,110.0,12,7.5,Ford,Ecosport 1.5
Maruti Baleno Zeta,Coimbatore,2018,33150,Petrol,Manual,First,5,21.4,1197.0,83.1,7,7.39,Maruti,Baleno Zeta
Maruti Ritz VDi,Pune,2013,77000,Diesel,Manual,First,5,23.2,1248.0,73.94,12,3.65,Maruti,Ritz VDi
Mercedes-Benz E-Class 280 CDI,Chennai,2007,70000,Diesel,Automatic,First,5,11.0,2987.0,198.5,18,11.0,Mercedes-Benz,E-Class 280
Maruti Ritz VDi,Kolkata,2012,97000,Diesel,Manual,First,5,23.2,1248.0,73.94,13,3.0,Maruti,Ritz VDi
Chevrolet Beat Diesel LT,Chennai,2012,75300,Diesel,Manual,Second,5,25.44,936.0,57.6,13,2.25,Chevrolet,Beat Diesel
Maruti SX4 Vxi BSIV,Kochi,2010,69918,Petrol,Manual,First,5,15.5,1586.0,103.3,15,2.83,Maruti,SX4 Vxi
Maruti Omni 5 Seater BSIV,Coimbatore,2019,4721,Petrol,Manual,First,5,14.0,796.0,35.0,6,4.11,Maruti,Omni 5
Mitsubishi Pajero Sport Anniversary Edition,Kolkata,2014,39163,Diesel,Manual,First,7,13.5,2477.0,178.0,11,14.7,Mitsubishi,Pajero Sport
Mercedes-Benz S Class 2005 2013 S 300 L,Pune,2013,80000,Petrol,Automatic,First,5,13.0,2987.0,210.0,12,25.0,Mercedes-Benz,S Class
Chevrolet Beat Diesel LS,Bangalore,2015,66000,Diesel,Manual,First,5,25.44,936.0,56.3,10,2.35,Chevrolet,Beat Diesel
Ford Figo 2015-2019 1.5D Titanium MT,Coimbatore,2017,36154,Diesel,Manual,Second,5,25.83,1498.0,99.0,8,6.41,Ford,Figo 2015-2019
Honda City i-VTEC VX,Ahmedabad,2012,34000,Petrol,Manual,First,5,17.4,1497.0,117.3,13,5.75,Honda,City i-VTEC
Mercedes-Benz GLA Class 200 CDI SPORT,Chennai,2016,60000,Diesel,Automatic,Second,5,17.9,2143.0,136.0,9,17.55,Mercedes-Benz,GLA Class
Hyundai Creta 1.4 CRDi S Plus,Jaipur,2015,32000,Diesel,Manual,First,5,21.38,1396.0,88.7,10,10.25,Hyundai,Creta 1.4
Ford Fiesta Classic 1.4 Duratorq CLXI,Kochi,2012,79985,Diesel,Manual,First,5,17.8,1399.0,67.0,13,3.16,Ford,Fiesta Classic
Audi A4 2.0 TDI,Bangalore,2014,37600,Diesel,Automatic,Second,5,16.55,1968.0,147.51,11,22.5,Audi,A4 2.0
Hyundai i10 Magna 1.1,Kochi,2015,31965,Petrol,Manual,First,5,19.81,1086.0,68.05,10,3.55,Hyundai,i10 Magna
BMW 3 Series 320i Sedan,Kochi,2010,70749,Petrol,Automatic,First,5,12.05,1995.0,154.0,15,9.86,BMW,3 Series
BMW 7 Series 730Ld,Chennai,2013,38000,Diesel,Automatic,First,5,16.46,2993.0,258.0,12,45.0,BMW,7 Series
Hyundai Verna 1.6 SX VTVT,Kochi,2017,41534,Petrol,Manual,First,5,17.01,1591.0,121.3,8,7.99,Hyundai,Verna 1.6
Volkswagen Ameo 1.5 TDI Comfortline AT,Jaipur,2017,54455,Diesel,Automatic,First,5,22.0,1498.0,108.495,8,6.5,Volkswagen,Ameo 1.5
Chevrolet Aveo 1.4 LS,Kolkata,2007,42000,Petrol,Manual,First,5,14.49,1399.0,92.7,18,0.75,Chevrolet,Aveo 1.4
Chevrolet Cruze LTZ,Coimbatore,2018,52073,Diesel,Manual,Second,5,18.3,1991.0,147.9,7,9.87,Chevrolet,Cruze LTZ
Hyundai i20 1.4 Sportz,Kochi,2018,40175,Diesel,Manual,Second,5,22.54,1396.0,88.73,7,6.36,Hyundai,i20 1.4
Honda BRV i-VTEC V CVT,Mumbai,2017,16503,Petrol,Automatic,First,7,16.0,1497.0,117.3,8,9.5,Honda,BRV i-VTEC
Hyundai Xcent 1.2 Kappa SX,Kochi,2017,15029,Petrol,Manual,First,5,19.1,1197.0,82.0,8,6.05,Hyundai,Xcent 1.2
Maruti Alto 800 CNG LXI,Mumbai,2013,26200,CNG,Manual,First,5,30.46,796.0,47.3,12,2.15,Maruti,Alto 800
Hyundai Grand i10 CRDi Sportz,Hyderabad,2015,76362,Diesel,Manual,First,5,24.0,1120.0,70.0,10,5.5,Hyundai,Grand i10
Maruti Alto LXi,Kolkata,2007,18700,Petrol,Manual,Second,5,19.7,796.0,46.3,18,1.25,Maruti,Alto LXi
Toyota Innova 2.5 VX (Diesel) 7 Seater,Coimbatore,2015,67585,Diesel,Manual,First,7,12.99,2494.0,100.6,10,11.99,Toyota,Innova 2.5
Hyundai i10 Sportz 1.2 AT,Mumbai,2010,57000,Petrol,Automatic,Second,5,16.95,1197.0,78.9,15,2.5,Hyundai,i10 Sportz
Honda City i-VTEC CVT V,Kochi,2019,22321,Petrol,Automatic,First,5,18.0,1497.0,117.3,6,11.66,Honda,City i-VTEC
Maruti Zen LX,Jaipur,1998,95150,Petrol,Manual,Third,5,17.3,993.0,60.0,27,0.53,Maruti,Zen LX
Maruti Wagon R LXI BS IV,Kolkata,2015,36428,Petrol,Manual,First,5,20.51,998.0,67.04,10,3.1,Maruti,Wagon R
Ford Figo Diesel Titanium,Hyderabad,2012,73500,Diesel,Manual,Second,5,20.0,1399.0,68.0,13,2.6,Ford,Figo Diesel
Honda Amaze S i-Vtech,Kochi,2015,47234,Petrol,Manual,First,5,18.0,1198.0,86.7,10,5.09,Honda,Amaze S
Hyundai Accent GLE,Hyderabad,2008,62364,Petrol,Manual,First,5,13.2,1495.0,94.0,17,2.3,Hyundai,Accent GLE
